Station Name,Parameter,Year,Value,Unit,Regulation.compliance,Standard
EL8.5SEC,Alkalinity,2016,94,mgCaCO3/L,Acceptable level,250
EL8.5SEC,Alkalinity,2016,88,mgCaCO3/L,Acceptable level,250
EL8.5SEC,Alkalinity,2016,60,mgCaCO3/L,Acceptable level,250
EL8.5SEC,Alkalinity,2016,90,mgCaCO3/L,Acceptable level,250
EL8.5SEC,Alkalinity,2016,110,mgCaCO3/L,Acceptable level,250
EL8.5SEC,Alkalinity,2016,110,mgCaCO3/L,Acceptable level,250
EL8.5SEC,Alkalinity,2016,48,mgCaCO3/L,Acceptable level,250
EL8.5SEC,Alkalinity,2016,26,mgCaCO3/L,Acceptable level,250
EL8.5SEC,Alkalinity,2016,66,mgCaCO3/L,Acceptable level,250
EL8.5SEC,Aluminum,2016,7,ug/L,Acceptable level,87
EL8.5SEC,Aluminum,2016,6.3,ug/L,Acceptable level,87
EL8.5SEC,Aluminum,2016,48.3,ug/L,Acceptable level,87
EL8.5SEC,Aluminum,2016,9.4,ug/L,Acceptable level,87
EL8.5SEC,Aluminum,2016,6,ug/L,Acceptable level,87
EL8.5SEC,Aluminum,2016,5.6,ug/L,Acceptable level,87
EL8.5SEC,Aluminum,2016,15.1,ug/L,Acceptable level,87
EL8.5SEC,Aluminum,2016,18.5,ug/L,Acceptable level,87
EL8.5SEC,Aluminum,2016,16.5,ug/L,Acceptable level,87
EL8.5SEC,Aluminum,2016,57,ug/L,Acceptable level,87
EL8.5SEC,Aluminum,2016,75.7,ug/L,80% - 99% of the acceptable level ,87
EL8.5SEC,Aluminum,2016,353,ug/L,>200% of the acceptable level,87
EL8.5SEC,Aluminum,2016,257,ug/L,>200% of the acceptable level,87
EL8.5SEC,Aluminum,2016,288,ug/L,>200% of the acceptable level,87
EL8.5SEC,Aluminum,2016,198,ug/L,>200% of the acceptable level,87
EL8.5SEC,Aluminum,2016,158,ug/L,100% - 200% the acceptable level,87
EL8.5SEC,Aluminum,2016,414,ug/L,>200% of the acceptable level,87
EL8.5SEC,Aluminum,2016,62,ug/L,Acceptable level,87
EL10.7EC,Ammonia Nitrogen,2017,0.23,mg/L,Acceptable level,17
EL10.7EC,Ammonia Nitrogen,2017,0.21,mg/L,Acceptable level,17
EL10.7EC,Ammonia Nitrogen,2017,0.46,mg/L,Acceptable level,17
EL10.7EC,Ammonia Nitrogen,2017,0.04,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2016,0.12,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2016,0.05,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2016,0.06,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2016,0.09,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2016,0.05,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2016,0.12,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2016,0.11,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2016,0.05,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2016,0.04,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2017,0.08,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2017,0.04,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2017,0.07,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2017,0.07,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2017,0.09,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2017,0.08,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2017,0.04,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2017,0.05,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2017,0.13,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2017,0.06,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2017,0.04,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2017,0.04,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2017,0.04,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2018,0.04,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2018,0.05,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2018,0.03,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2018,0.04,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2018,0.89,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2018,0.09,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2018,0.06,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2018,0.13,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2018,0.06,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2018,0.04,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2018,0.17,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2018,0.04,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2018,0.04,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2019,0.11,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2019,0.13,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2019,0.68,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2019,0.74,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2019,0.04,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2019,0.14,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2019,0.06,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2019,0.06,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2019,0.04,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2019,0.04,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2019,0.04,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2019,0.06,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2019,0.05,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2019,0.04,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2020,0.05,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2020,0.04,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2020,0.04,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2020,0.04,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2020,0.04,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2020,0.06,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2020,0.07,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2020,0.38,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2020,0.71,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2020,0.04,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2020,0.04,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2020,0.04,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2020,0.23,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2021,1.5,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2021,0.04,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2021,0.06,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2021,3.24,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2021,0.08,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2021,0.04,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2021,0.17,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2021,0.05,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2021,0.04,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2021,0.04,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2021,0.04,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2021,0.04,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2022,0.23,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2022,0.04,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2022,0.05,mg/L,Acceptable level,17
EL1.9EC,Ammonia Nitrogen,2022,0.04,mg/L,Acceptable level,17
EL5.5GC,Ammonia Nitrogen,2017,0.06,mg/L,Acceptable level,17
EL5.5GC,Ammonia Nitrogen,2017,0.04,mg/L,Acceptable level,17
EL5.5GC,Ammonia Nitrogen,2017,0.06,mg/L,Acceptable level,17
EL5.5GC,Ammonia Nitrogen,2017,0.17,mg/L,Acceptable level,17
EL5.5GC,Ammonia Nitrogen,2017,0.16,mg/L,Acceptable level,17
EL5.5GC,Ammonia Nitrogen,2017,0.07,mg/L,Acceptable level,17
EL5.5GC,Ammonia Nitrogen,2017,0.04,mg/L,Acceptable level,17
EL5.5GC,Ammonia Nitrogen,2017,0.06,mg/L,Acceptable level,17
EL5.5GC,Ammonia Nitrogen,2017,0.11,mg/L,Acceptable level,17
EL5.5GC,Ammonia Nitrogen,2017,0.04,mg/L,Acceptable level,17
EL5.5GC,Ammonia Nitrogen,2017,0.04,mg/L,Acceptable level,17
EL5.5GC,Ammonia Nitrogen,2017,0.04,mg/L,Acceptable level,17
EL5.5GC,Ammonia Nitrogen,2017,0.04,mg/L,Acceptable level,17
EL5.5GC,Ammonia Nitrogen,2019,1.22,mg/L,Acceptable level,17
EL5.5GC,Ammonia Nitrogen,2019,1.53,mg/L,Acceptable level,17
EL5.5GC,Ammonia Nitrogen,2019,0.05,mg/L,Acceptable level,17
EL5.5GC,Ammonia Nitrogen,2019,0.04,mg/L,Acceptable level,17
EL5.5GC,Ammonia Nitrogen,2019,0.04,mg/L,Acceptable level,17
EL5.5GC,Ammonia Nitrogen,2019,0.15,mg/L,Acceptable level,17
EL5.5GC,Ammonia Nitrogen,2019,0.17,mg/L,Acceptable level,17
EL5.5GC,Ammonia Nitrogen,2019,0.1,mg/L,Acceptable level,17
EL5.5GC,Ammonia Nitrogen,2019,0.04,mg/L,Acceptable level,17
EL5.5GC,Ammonia Nitrogen,2019,0.05,mg/L,Acceptable level,17
EL5.5GC,Ammonia Nitrogen,2019,0.04,mg/L,Acceptable level,17
EL5.5GC,Ammonia Nitrogen,2019,0.04,mg/L,Acceptable level,17
EL5.5GC,Ammonia Nitrogen,2019,0.04,mg/L,Acceptable level,17
EL5.5GC,Ammonia Nitrogen,2019,0.04,mg/L,Acceptable level,17
EL5.5GC,Ammonia Nitrogen,2021,0.06,mg/L,Acceptable level,17
EL5.5GC,Ammonia Nitrogen,2021,0.11,mg/L,Acceptable level,17
EL5.5GC,Ammonia Nitrogen,2021,0.12,mg/L,Acceptable level,17
EL5.5GC,Ammonia Nitrogen,2021,0.04,mg/L,Acceptable level,17
EL5.5GC,Ammonia Nitrogen,2021,0.05,mg/L,Acceptable level,17
EL5.5GC,Ammonia Nitrogen,2021,0.05,mg/L,Acceptable level,17
EL5.5GC,Ammonia Nitrogen,2021,0.11,mg/L,Acceptable level,17
EL5.5GC,Ammonia Nitrogen,2021,0.05,mg/L,Acceptable level,17
EL5.5GC,Ammonia Nitrogen,2021,0.06,mg/L,Acceptable level,17
EL5.5GC,Ammonia Nitrogen,2021,0.04,mg/L,Acceptable level,17
EL5.6EC,Ammonia Nitrogen,2017,0.05,mg/L,Acceptable level,17
EL5.6EC,Ammonia Nitrogen,2017,0.04,mg/L,Acceptable level,17
EL5.6EC,Ammonia Nitrogen,2017,0.06,mg/L,Acceptable level,17
EL5.6EC,Ammonia Nitrogen,2017,0.06,mg/L,Acceptable level,17
EL5.6EC,Ammonia Nitrogen,2017,0.21,mg/L,Acceptable level,17
EL5.6EC,Ammonia Nitrogen,2017,0.08,mg/L,Acceptable level,17
EL5.6EC,Ammonia Nitrogen,2017,0.04,mg/L,Acceptable level,17
EL5.6EC,Ammonia Nitrogen,2017,0.1,mg/L,Acceptable level,17
EL5.6EC,Ammonia Nitrogen,2017,0.18,mg/L,Acceptable level,17
EL5.6EC,Ammonia Nitrogen,2017,0.06,mg/L,Acceptable level,17
EL5.6EC,Ammonia Nitrogen,2017,0.06,mg/L,Acceptable level,17
EL5.6EC,Ammonia Nitrogen,2017,0.04,mg/L,Acceptable level,17
EL5.6EC,Ammonia Nitrogen,2017,0.04,mg/L,Acceptable level,17
EL5.6EC,Ammonia Nitrogen,2017,0.04,mg/L,Acceptable level,17
EL5.6EC,Ammonia Nitrogen,2019,0.06,mg/L,Acceptable level,17
EL5.6EC,Ammonia Nitrogen,2019,0.16,mg/L,Acceptable level,17
EL5.6EC,Ammonia Nitrogen,2019,0.05,mg/L,Acceptable level,17
EL5.6EC,Ammonia Nitrogen,2019,0.04,mg/L,Acceptable level,17
EL5.6EC,Ammonia Nitrogen,2019,0.15,mg/L,Acceptable level,17
EL5.6EC,Ammonia Nitrogen,2019,0.16,mg/L,Acceptable level,17
EL5.6EC,Ammonia Nitrogen,2019,0.17,mg/L,Acceptable level,17
EL5.6EC,Ammonia Nitrogen,2019,0.08,mg/L,Acceptable level,17
EL5.6EC,Ammonia Nitrogen,2019,0.04,mg/L,Acceptable level,17
EL5.6EC,Ammonia Nitrogen,2019,0.05,mg/L,Acceptable level,17
EL5.6EC,Ammonia Nitrogen,2019,0.04,mg/L,Acceptable level,17
EL5.6EC,Ammonia Nitrogen,2019,0.04,mg/L,Acceptable level,17
EL5.6EC,Ammonia Nitrogen,2019,0.04,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2017,0.04,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2017,0.04,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2017,0.04,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2017,0.04,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2017,0.05,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2017,0.04,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2017,0.07,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2017,0.08,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2017,0.12,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2017,0.04,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2017,0.08,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2017,0.04,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2017,0.04,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2018,0.04,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2018,0.04,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2018,0.03,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2018,0.04,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2018,0.04,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2018,0.05,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2018,0.07,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2018,0.07,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2018,0.06,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2018,0.06,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2018,0.07,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2018,0.07,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2018,0.04,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2018,0.04,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2019,0.04,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2019,0.04,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2019,0.04,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2019,0.04,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2019,0.12,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2019,0.1,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2019,0.1,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2019,0.05,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2019,0.04,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2019,0.04,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2019,0.04,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2019,0.04,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2019,0.04,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2020,0.04,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2020,0.04,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2020,0.04,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2020,0.04,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2020,0.04,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2020,0.05,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2020,0.12,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2020,0.05,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2020,0.04,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2020,0.04,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2020,0.04,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2020,0.04,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2020,0.04,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2021,0.04,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2021,0.04,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2021,0.04,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2021,0.13,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2021,0.13,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2021,0.1,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2021,0.04,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2021,0.04,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2021,0.04,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2021,0.04,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2021,0.04,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2021,0.04,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2022,0.04,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2022,0.04,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2022,0.04,mg/L,Acceptable level,17
EL7.1EC,Ammonia Nitrogen,2022,0.04,mg/L,Acceptable level,17
EL7.1SEC,Ammonia Nitrogen,2017,0.07,mg/L,Acceptable level,17
EL7.1SEC,Ammonia Nitrogen,2017,0.04,mg/L,Acceptable level,17
EL7.1SEC,Ammonia Nitrogen,2017,0.07,mg/L,Acceptable level,17
EL7.1SEC,Ammonia Nitrogen,2017,0.47,mg/L,Acceptable level,17
EL7.1SEC,Ammonia Nitrogen,2017,0.07,mg/L,Acceptable level,17
EL7.1SEC,Ammonia Nitrogen,2017,0.05,mg/L,Acceptable level,17
EL7.1SEC,Ammonia Nitrogen,2017,0.06,mg/L,Acceptable level,17
EL7.1SEC,Ammonia Nitrogen,2017,0.38,mg/L,Acceptable level,17
EL7.1SEC,Ammonia Nitrogen,2017,0.37,mg/L,Acceptable level,17
EL7.1SEC,Ammonia Nitrogen,2017,0.07,mg/L,Acceptable level,17
EL7.1SEC,Ammonia Nitrogen,2017,0.04,mg/L,Acceptable level,17
EL7.1SEC,Ammonia Nitrogen,2017,0.04,mg/L,Acceptable level,17
EL7.1SEC,Ammonia Nitrogen,2017,0.04,mg/L,Acceptable level,17
EL7.1SEC,Ammonia Nitrogen,2019,0.06,mg/L,Acceptable level,17
EL7.1SEC,Ammonia Nitrogen,2019,0.2,mg/L,Acceptable level,17
EL7.1SEC,Ammonia Nitrogen,2019,0.11,mg/L,Acceptable level,17
EL7.1SEC,Ammonia Nitrogen,2019,0.24,mg/L,Acceptable level,17
EL7.1SEC,Ammonia Nitrogen,2019,0.38,mg/L,Acceptable level,17
EL7.1SEC,Ammonia Nitrogen,2019,0.19,mg/L,Acceptable level,17
EL7.1SEC,Ammonia Nitrogen,2019,0.07,mg/L,Acceptable level,17
EL7.1SEC,Ammonia Nitrogen,2019,0.06,mg/L,Acceptable level,17
EL7.1SEC,Ammonia Nitrogen,2019,0.04,mg/L,Acceptable level,17
EL7.1SEC,Ammonia Nitrogen,2019,0.05,mg/L,Acceptable level,17
EL7.1SEC,Ammonia Nitrogen,2019,0.04,mg/L,Acceptable level,17
EL7.1SEC,Ammonia Nitrogen,2019,0.04,mg/L,Acceptable level,17
EL7.1SEC,Ammonia Nitrogen,2019,0.04,mg/L,Acceptable level,17
EL7.1SEC,Ammonia Nitrogen,2021,0.04,mg/L,Acceptable level,17
EL7.1SEC,Ammonia Nitrogen,2021,0.05,mg/L,Acceptable level,17
EL7.1SEC,Ammonia Nitrogen,2021,0.14,mg/L,Acceptable level,17
EL7.1SEC,Ammonia Nitrogen,2021,0.15,mg/L,Acceptable level,17
EL7.1SEC,Ammonia Nitrogen,2021,0.1,mg/L,Acceptable level,17
EL7.1SEC,Ammonia Nitrogen,2021,0.04,mg/L,Acceptable level,17
EL7.1SEC,Ammonia Nitrogen,2021,0.04,mg/L,Acceptable level,17
EL7.1SEC,Ammonia Nitrogen,2021,0.04,mg/L,Acceptable level,17
EL7.1SEC,Ammonia Nitrogen,2021,0.06,mg/L,Acceptable level,17
EL7.1SEC,Ammonia Nitrogen,2021,0.04,mg/L,Acceptable level,17
EL7.1SEC,Ammonia Nitrogen,2021,0.04,mg/L,Acceptable level,17
EL7.9EC,Ammonia Nitrogen,2016,0.1,mg/L,Acceptable level,17
EL7.9EC,Ammonia Nitrogen,2016,0.07,mg/L,Acceptable level,17
EL7.9EC,Ammonia Nitrogen,2016,0.07,mg/L,Acceptable level,17
EL7.9EC,Ammonia Nitrogen,2016,0.05,mg/L,Acceptable level,17
EL7.9EC,Ammonia Nitrogen,2016,0.08,mg/L,Acceptable level,17
EL7.9EC,Ammonia Nitrogen,2016,0.04,mg/L,Acceptable level,17
EL7.9EC,Ammonia Nitrogen,2016,0.05,mg/L,Acceptable level,17
EL7.9EC,Ammonia Nitrogen,2016,0.04,mg/L,Acceptable level,17
EL7.9EC,Ammonia Nitrogen,2016,0.04,mg/L,Acceptable level,17
EL7.9EC,Ammonia Nitrogen,2017,0.04,mg/L,Acceptable level,17
EL7.9EC,Ammonia Nitrogen,2017,0.04,mg/L,Acceptable level,17
EL7.9EC,Ammonia Nitrogen,2017,0.04,mg/L,Acceptable level,17
EL7.9EC,Ammonia Nitrogen,2017,0.07,mg/L,Acceptable level,17
EL7.9EC,Ammonia Nitrogen,2017,0.04,mg/L,Acceptable level,17
EL7.9EC,Ammonia Nitrogen,2017,0.04,mg/L,Acceptable level,17
EL7.9EC,Ammonia Nitrogen,2017,0.04,mg/L,Acceptable level,17
EL7.9EC,Ammonia Nitrogen,2017,0.05,mg/L,Acceptable level,17
EL7.9EC,Ammonia Nitrogen,2017,0.08,mg/L,Acceptable level,17
EL7.9EC,Ammonia Nitrogen,2017,0.04,mg/L,Acceptable level,17
EL7.9EC,Ammonia Nitrogen,2017,0.14,mg/L,Acceptable level,17
EL7.9EC,Ammonia Nitrogen,2017,0.04,mg/L,Acceptable level,17
EL7.9EC,Ammonia Nitrogen,2017,0.04,mg/L,Acceptable level,17
EL8.1GC,Ammonia Nitrogen,2017,0.12,mg/L,Acceptable level,17
EL8.1GC,Ammonia Nitrogen,2017,0.04,mg/L,Acceptable level,17
EL8.1GC,Ammonia Nitrogen,2017,0.04,mg/L,Acceptable level,17
EL8.1GC,Ammonia Nitrogen,2017,0.1,mg/L,Acceptable level,17
EL8.1GC,Ammonia Nitrogen,2017,0.13,mg/L,Acceptable level,17
EL8.1GC,Ammonia Nitrogen,2017,0.1,mg/L,Acceptable level,17
EL8.1GC,Ammonia Nitrogen,2017,0.11,mg/L,Acceptable level,17
EL8.1GC,Ammonia Nitrogen,2017,0.17,mg/L,Acceptable level,17
EL8.1GC,Ammonia Nitrogen,2017,0.13,mg/L,Acceptable level,17
EL8.1GC,Ammonia Nitrogen,2017,0.22,mg/L,Acceptable level,17
EL8.1GC,Ammonia Nitrogen,2017,0.05,mg/L,Acceptable level,17
EL8.1GC,Ammonia Nitrogen,2017,0.04,mg/L,Acceptable level,17
EL8.1GC,Ammonia Nitrogen,2017,0.04,mg/L,Acceptable level,17
EL8.1GC,Ammonia Nitrogen,2017,0.47,mg/L,Acceptable level,17
EL8.1GC,Ammonia Nitrogen,2019,0.14,mg/L,Acceptable level,17
EL8.1GC,Ammonia Nitrogen,2019,0.19,mg/L,Acceptable level,17
EL8.1GC,Ammonia Nitrogen,2019,0.11,mg/L,Acceptable level,17
EL8.1GC,Ammonia Nitrogen,2019,0.05,mg/L,Acceptable level,17
EL8.1GC,Ammonia Nitrogen,2019,0.08,mg/L,Acceptable level,17
EL8.1GC,Ammonia Nitrogen,2019,0.33,mg/L,Acceptable level,17
EL8.1GC,Ammonia Nitrogen,2019,0.24,mg/L,Acceptable level,17
EL8.1GC,Ammonia Nitrogen,2019,0.07,mg/L,Acceptable level,17
EL8.1GC,Ammonia Nitrogen,2019,0.04,mg/L,Acceptable level,17
EL8.1GC,Ammonia Nitrogen,2019,0.04,mg/L,Acceptable level,17
EL8.1GC,Ammonia Nitrogen,2019,0.04,mg/L,Acceptable level,17
EL8.1GC,Ammonia Nitrogen,2019,0.05,mg/L,Acceptable level,17
EL8.1GC,Ammonia Nitrogen,2019,0.09,mg/L,Acceptable level,17
EL8.1GC,Ammonia Nitrogen,2019,0.04,mg/L,Acceptable level,17
EL8.1GC,Ammonia Nitrogen,2021,0.04,mg/L,Acceptable level,17
EL8.1GC,Ammonia Nitrogen,2021,0.05,mg/L,Acceptable level,17
EL8.1GC,Ammonia Nitrogen,2021,0.06,mg/L,Acceptable level,17
EL8.1GC,Ammonia Nitrogen,2021,0.25,mg/L,Acceptable level,17
EL8.1GC,Ammonia Nitrogen,2021,0.04,mg/L,Acceptable level,17
EL8.1GC,Ammonia Nitrogen,2021,0.29,mg/L,Acceptable level,17
EL8.1GC,Ammonia Nitrogen,2021,0.04,mg/L,Acceptable level,17
EL8.1GC,Ammonia Nitrogen,2021,0.04,mg/L,Acceptable level,17
EL8.1GC,Ammonia Nitrogen,2021,0.07,mg/L,Acceptable level,17
EL8.1GC,Ammonia Nitrogen,2021,0.14,mg/L,Acceptable level,17
EL8.1GC,Ammonia Nitrogen,2021,0.04,mg/L,Acceptable level,17
EL8.5SEC,Ammonia Nitrogen,2016,0.08,mg/L,Acceptable level,17
